word,char_count,value
rebuking,8,87
reburial,8,86
reburials,9,105
reburied,8,82
reburies,8,97
rebury,6,89
reburying,9,119
rebus,5,65
rebuses,7,89
rebut,5,66
rebuts,6,85
rebuttable,10,106
rebuttal,8,99
rebuttals,9,118
rebutted,8,95
rebutter,8,109
rebutters,9,128
rebutting,9,116
rebutton,8,115
rebuttoned,10,124
rebuttoning,11,145
rebuttons,9,134
rebuy,5,71
rebuying,8,101
rebuys,6,90
rec,3,26
recalcitrance,13,112
recalcitrances,14,131
recalcitrancies,15,140
recalcitrancy,13,132
recalcitrant,12,124
recalcitrants,13,143
recalculate,11,101
recalculated,12,105
recalculates,12,120
recalculating,13,126
recalculation,13,134
recalculations,14,153
recalibrate,11,94
recalibrated,12,98
recalibrates,12,113
recalibrating,13,119
recalibration,13,127
recalibrations,14,146
recall,6,51
recallabilities,15,137
recallability,13,129
recallable,10,71
recalled,8,60
recaller,8,74
recallers,9,93
recalling,9,81
recalls,7,70
recamier,8,72
recamiers,9,91
recanalization,14,148
recanalizations,15,167
recanalize,10,94
recanalized,11,98
recanalizes,11,113
recanalizing,12,119
recane,6,46
recaned,7,50
recanes,7,65
recaning,8,71
recant,6,61
recantation,11,120
recantations,12,139
recanted,8,70
recanter,8,84
recanters,9,103
recanting,9,91
recants,7,80
recap,5,43
recapitalization,16,179
recapitalizations,17,198
recapitalize,12,125
recapitalized,13,129
recapitalizes,13,144
recapitalizing,14,150
recapitulate,12,131
recapitulated,13,135
recapitulates,13,150
recapitulating,14,156
recapitulation,14,164
recapitulations,15,183
recappable,10,79
recapped,8,68
recapping,9,89
recaps,6,62
recapture,9,107
recaptured,10,111
recaptures,10,126
recapturing,11,132
recarried,9,81
recarries,9,96
recarry,7,88
recarrying,10,118
recast,6,66
recasting,9,96
recasts,7,85
recce,5,34
recces,6,53
recede,6,40
receded,7,44
recedes,7,59
receding,8,65
receipt,7,76
receipted,9,85
receipting,10,106
receipts,8,95
receivable,10,82
receivables,11,101
receive,7,67
received,8,71
receiver,8,85
receivers,9,104
receivership,12,137
receiverships,13,156
receives,8,86
receiving,9,92
recencies,9,81
recency,7,73
recension,9,102
recensions,10,121
recent,6,65
recenter,8,88
recentest,9,109
recently,8,102
recentness,10,122
recentnesses,12,146
recentralization,16,190
recentralizations,17,209
recentrifuge,12,131
recentrifuged,13,135
recentrifuges,13,150
recentrifuging,14,156
recept,6,67
receptacle,10,88
receptacles,11,107
reception,9,105
receptionist,12,153
receptionists,13,172
receptions,10,124
receptive,9,103
receptively,11,140
receptiveness,13,160
receptivenesses,15,184
receptivities,13,160
receptivity,11,152
receptor,8,100
receptors,9,119
recepts,7,86
recertification,15,155
recertifications,16,174
recertified,11,102
recertifies,11,117
recertify,9,109
recertifying,12,139
recess,6,69
recessed,8,78
recesses,8,93
recessing,9,99
recession,9,107
recessional,11,120
recessionals,12,139
recessionary,12,151
recessions,10,126
recessive,9,105
recessively,11,142
recessiveness,13,162
recessivenesses,15,186
recessives,10,124
rechallenge,11,90
rechallenged,12,94
rechallenges,12,109
rechallenging,13,115
rechange,8,61
rechanged,9,65
rechanges,9,80
rechanging,10,86
rechannel,9,80
rechanneled,11,89
rechanneling,12,110
rechannelled,12,101
rechannelling,13,122
rechannels,10,99
recharge,8,65
rechargeable,12,85
recharged,9,69
recharger,9,83
rechargers,10,102
recharges,9,84
recharging,10,90
rechart,7,73
recharted,9,82
recharter,9,96
rechartered,11,105
rechartering,12,126
recharters,10,115
recharting,10,103
recharts,8,92
rechauffe,9,73
rechauffes,10,92
recheat,7,60
recheats,8,79
recheck,7,53
rechecked,9,62
rechecking,10,83
rechecks,8,72
recherche,9,73
rechew,6,62
rechewed,8,71
rechewing,9,92
rechews,7,81
rechoose,8,88
rechooses,9,107
rechoosing,10,113
rechoreograph,13,137
rechoreographed,15,146
rechoreographing,16,167
rechoreographs,14,156
rechose,7,73
rechosen,8,87
rechristen,10,119
rechristened,12,128
rechristening,13,149
rechristens,11,138
rechromatograph,15,166
rechromatographed,17,175
rechromatographies,18,199
rechromatographing,18,196
rechromatographs,16,185
rechromatography,16,191
recidivism,10,111
recidivisms,11,130
recidivist,10,118
recidivistic,12,130
recidivists,11,137
recipe,6,56
recipes,7,75
recipient,9,99
recipients,10,118
reciprocal,10,100
reciprocally,12,137
reciprocals,11,119
reciprocate,11,113
reciprocated,12,117
reciprocates,12,132
reciprocating,13,138
reciprocation,13,146
reciprocations,14,165
reciprocative,13,144
reciprocator,12,141
reciprocators,13,160
reciprocities,13,149
reciprocity,11,141
recircle,8,73
recircled,9,77
recircles,9,92
recircling,10,98
recirculate,11,115
recirculated,12,119
recirculates,12,134
recirculating,13,140
recirculation,13,148
recirculations,14,167
recision,8,92
recisions,9,111
recital,7,68
recitalist,10,116
recitalists,11,135
recitals,8,87
recitation,10,114
recitations,11,133
recitative,10,112
recitatives,11,131
recitativi,10,116
recitativo,10,122
recitativos,11,141
recite,6,60
recited,7,64
reciter,7,78
reciters,8,97
recites,7,79
reciting,8,85
reck,4,37
recked,6,46
recking,7,67
reckless,8,92
recklessly,10,129
recklessness,12,149
recklessnesses,14,173
reckon,6,66
reckoned,8,75
reckoner,8,89
reckoners,9,108
reckoning,9,96
reckonings,10,115
reckons,7,85
recks,5,56
reclad,6,43
reclaim,7,61
reclaimable,11,81
reclaimed,9,70
reclaiming,10,91
reclaims,8,80
reclamation,11,111
reclamations,12,130
reclame,7,57
reclames,8,76
reclasp,7,74
reclasped,9,83
reclasping,10,104
reclasps,8,93
reclassification,16,163
reclassifications,17,182
reclassified,12,110
reclassifies,12,125
reclassify,10,117
reclassifying,13,147
reclean,7,58
recleaned,9,67
recleaning,10,88
recleans,8,77
recline,7,66
reclined,8,70
recliner,8,84
recliners,9,103
reclines,8,85
reclining,9,91
reclosable,10,92
reclothe,8,86
reclothed,9,90
reclothes,9,105
reclothing,10,111
recluse,7,83
recluses,8,102
reclusion,9,116
reclusions,10,135
reclusive,9,114
reclusively,11,151
reclusiveness,13,171
reclusivenesses,15,195
recoal,6,54
recoaled,8,63
recoaling,9,84
recoals,7,73
recock,6,55
recocked,8,64
recocking,9,85
recocks,7,74
recode,6,50
recoded,7,54
recodes,7,69
recodification,14,131
recodifications,15,150
recodified,10,78
recodifies,10,93
recodify,8,85
recodifying,11,115
recoding,8,75
recognise,9,95
recognised,10,99
recognises,10,114
recognising,11,120
recognition,11,129
recognitions,12,148
recognizabilities,17,183
recognizability,15,175
recognizable,12,117
recognizably,12,137
recognizance,12,120
recognizances,13,139
recognize,9,102
recognized,10,106
recognizer,10,120
recognizers,11,139
recognizes,10,121
recognizing,11,127
recoil,6,62
recoiled,8,71
recoiler,8,85
recoilers,9,104
recoiling,9,92
recoilless,10,117
recoils,7,81
recoin,6,64
recoinage,9,77
recoinages,10,96
recoined,8,73
recoining,9,94
recoins,7,83
recollect,9,93
recollected,11,102
recollecting,12,123
recollection,12,131
recollections,13,150
recollects,10,112
recolonization,14,176
recolonizations,15,195
recolonize,10,122
recolonized,11,126
recolonizes,11,141
recolonizing,12,147
recolor,7,86
recolored,9,95
recoloring,10,116
recolors,8,105
recomb,6,56
recombed,8,65
recombinant,11,114
recombinants,12,133
recombination,13,138
recombinational,15,151
recombinations,14,157
recombine,9,84
recombined,10,88
recombines,10,103
recombing,9,86
recombining,11,109
recombs,7,75
recommence,10,94
recommenced,11,98
recommencement,14,146
recommencements,15,165
recommences,11,113
recommencing,12,119
recommend,9,90
recommendable,13,110
recommendation,14,149
recommendations,15,168
recommendatory,14,169
recommended,11,99
recommending,12,120
recommends,10,109
recommission,12,152
recommissioned,14,161
recommissioning,15,182
recommissions,13,171
recommit,8,96
recommitment,12,148
recommitments,13,167
recommits,9,115
recommittal,11,129
recommittals,12,148
recommitted,11,125
recommitting,12,146
recompense,10,113
recompensed,11,117
recompenses,11,132
recompensing,12,138
recompilation,13,150
recompilations,14,169
recompile,9,96
recompiled,10,100
recompiles,10,115
recompiling,11,121
recompose,9,109
recomposed,10,113
recomposes,10,128
recomposing,11,134
recomposition,13,171
recompositions,14,190
recomputation,13,170
recomputations,14,189
recompute,9,116
recomputed,10,120
recomputes,10,135
recomputing,11,141
recon,5,55
reconceive,10,99
reconceived,11,103
reconceives,11,118
reconceiving,12,124
reconcentrate,13,141
reconcentrated,14,145
reconcentrates,14,160
reconcentrating,15,166
reconcentration,15,174
reconcentrations,16,193
reconception,12,137
reconceptions,13,156
reconceptualization,19,227
reconceptualizations,20,246
reconceptualize,15,173
reconceptualized,16,177
reconceptualizes,16,192
reconceptualizing,17,198
reconcilabilities,17,165
reconcilability,15,157
reconcilable,12,99
reconcile,9,84
reconciled,10,88
reconcilement,13,136
reconcilements,14,155
reconciler,10,102
reconcilers,11,121
reconciles,10,103
reconciliation,14,147
reconciliations,15,166
reconciliatory,14,167
reconciling,11,109
recondense,10,102
recondensed,11,106
recondenses,11,121
recondensing,12,127
recondite,9,93
reconditely,11,130
reconditeness,13,150
reconditenesses,15,174
recondition,11,126
reconditioned,13,135
reconditioning,14,156
reconditions,12,145
reconfigurable,14,136
reconfiguration,15,175
reconfigurations,16,194
reconfigure,11,121
reconfigured,12,125
reconfigures,12,140
reconfiguring,13,146
reconfirm,9,101
reconfirmation,14,160
reconfirmations,15,179
reconfirmed,11,110
reconfirming,12,131
reconfirms,10,120
reconnaissance,14,140
reconnaissances,15,159
reconnect,9,97
reconnected,11,106
reconnecting,12,127
reconnection,12,135
reconnections,13,154
reconnects,10,116
reconnoiter,11,136
reconnoitered,13,145
reconnoitering,14,166
reconnoiters,12,155
reconnoitre,11,136
reconnoitred,12,140
reconnoitres,12,155
reconnoitring,13,161
reconquer,9,116
reconquered,11,125
reconquering,12,146
reconquers,10,135
reconquest,10,137
reconquests,11,156
recons,6,74
reconsecrate,12,126
reconsecrated,13,130
reconsecrates,13,145
reconsecrating,14,151
reconsecration,14,159
reconsecrations,15,178
reconsider,10,110
reconsideration,15,169
reconsiderations,16,188
reconsidered,12,119
reconsidering,13,140
reconsiders,11,129
reconsolidate,13,140
reconsolidated,14,144
reconsolidates,14,159
reconsolidating,15,165
reconstitute,12,169
reconstituted,13,173
reconstitutes,13,188
reconstituting,14,194
reconstitution,14,202
reconstitutions,15,221
reconstruct,11,156
reconstructed,13,165
reconstructible,15,184
reconstructing,14,186
reconstruction,14,194
reconstructionism,17,235
reconstructionisms,18,254
reconstructionist,17,242
reconstructionists,18,261
reconstructions,15,213
reconstructive,14,192
reconstructor,13,189
reconstructors,14,208
reconstructs,12,175
recontact,9,99
recontacted,11,108
recontacting,12,129
recontacts,10,118
recontaminate,13,138
recontaminated,14,142
recontaminates,14,157
recontaminating,15,163
recontamination,15,171
recontaminations,16,190
recontextualize,15,198
recontextualized,16,202
recontextualizes,16,217
recontextualizing,17,223
recontour,9,129
recontoured,11,138
recontouring,12,159
recontours,10,148
reconvene,9,101
reconvened,10,105
reconvenes,10,120
reconvening,11,126
reconversion,12,157
reconversions,13,176
reconvert,9,120
reconverted,11,129
reconverting,12,150
reconverts,10,139
reconvey,8,107
reconveyance,12,130
reconveyances,13,149
reconveyed,10,116
reconveying,11,137
reconveys,9,126
reconvict,9,109
reconvicted,11,118
reconvicting,12,139
reconviction,12,147
reconvictions,13,166
reconvicts,10,128
reconvince,10,108
reconvinced,11,112
reconvinces,11,127
reconvincing,12,133
recook,6,67
recooked,8,76
recooking,9,97
recooks,7,86
recopied,8,75
recopies,8,90
recopy,6,82
recopying,9,112
record,6,63
recordable,10,83
recordation,11,122
recordations,12,141
recorded,8,72
recorder,8,86
recorders,9,105
recording,9,93
recordings,10,112
recordist,9,111
recordists,10,130
records,7,82
recork,6,70
recorked,8,79
recorking,9,100
recorks,7,89
recount,7,96
recounted,9,105
recounter,9,119
recounters,10,138
recounting,10,126
recounts,8,115
recoup,6,78
recoupable,10,98
recoupe,7,83
recouped,8,87
recouping,9,108
recouple,8,95
recoupled,9,99
recouples,9,114
recoupling,10,120
recoupment,10,130
recoupments,11,149
recoups,7,97
recourse,8,104
recourses,9,123
recover,7,86
recoverabilities,16,172
recoverability,14,164
recoverable,11,106
recovered,9,95
recoverer,9,109
recoverers,10,128
recoveries,10,119
recovering,10,116
recovers,8,105
recovery,8,111
recrate,7,70
recrated,8,74
recrates,8,89
recrating,9,95
recreant,8,84
recreants,9,103
recreate,8,75
recreated,9,79
recreates,9,94
recreating,10,100
recreation,10,108
recreational,12,121
recreationist,13,156
recreationists,14,175
recreations,11,127
recreative,10,106
recriminate,11,115
recriminated,12,119
recriminates,12,134
recriminating,13,140
recrimination,13,148
recriminations,14,167
recriminative,13,146
recriminatory,13,168
recross,7,97
recrossed,9,106
recrosses,9,121
recrossing,10,127
recrown,7,96
recrowned,9,105
recrowning,10,126
recrowns,8,115
recrudesce,10,101
recrudesced,11,105
recrudescence,13,123
recrudescences,14,142
recrudescent,12,135
recrudesces,11,120
recrudescing,12,126
recruit,7,94
recruited,9,103
recruiter,9,117
recruiters,10,136
recruiting,10,124
recruitment,11,146
recruitments,12,165
recruits,8,113
recrystallization,17,227
recrystallizations,18,246
recrystallize,13,173
recrystallized,14,177
recrystallizes,14,192
recrystallizing,15,198
recs,4,45
recta,5,47
rectal,6,59
rectally,8,96
rectangle,9,85
rectangles,10,104
rectangular,11,120
rectangularities,16,182
rectangularity,14,174
rectangularly,13,157
recti,5,55
rectifiabilities,16,156
rectifiability,14,148
rectifiable,11,90
rectification,13,132
rectifications,14,151
rectified,9,79
rectifier,9,93
rectifiers,10,112
rectifies,9,94
rectify,7,86
rectifying,10,116
rectilinear,11,114
rectilinearly,13,151
rectitude,9,105
rectitudes,10,124
rectitudinous,13,178
recto,5,61
rector,6,79
rectorate,9,105
rectorates,10,124
rectorial,9,101
rectories,9,112
rectors,7,98
rectorship,10,131
rectorships,11,150
rectory,7,104
rectos,6,80
rectrices,9,100
rectrix,7,97
rectum,6,80
rectums,7,99
rectus,6,86
recultivate,11,136
recultivated,12,140
recultivates,12,155
recultivating,13,161
recumbencies,12,117
recumbency,10,109
recumbent,9,101
recuperate,10,112
recuperated,11,116
recuperates,11,131
recuperating,12,137
recuperation,12,145
recuperations,13,164
recuperative,12,143
recur,5,65
recurred,8,92
recurrence,10,110
recurrences,11,129
recurrent,9,122
recurrently,11,159
recurring,9,113
recurs,6,84
recursion,9,122
recursions,10,141
recursive,9,120
recursively,11,157
recursiveness,13,177
recursivenesses,15,201
recurve,7,92
recurved,8,96
recurves,8,111
recurving,9,117
recusal,7,79
recusals,8,98
recusancies,11,117
recusancy,9,109
recusant,8,101
recusants,9,120
recuse,6,71
recused,7,75
recuses,7,90
recusing,8,96
recut,5,67
recuts,6,86
recutting,9,117
recyclable,10,86
recyclables,11,105
recycle,7,71
recycled,8,75
recycler,8,89
recyclers,9,108
recycles,8,90
recycling,9,96
red,3,27
redact,6,51
redacted,8,60
redacting,9,81
redaction,9,89
redactional,11,102
redactions,10,108
redactor,8,84
redactors,9,103
redacts,7,70
redamage,8,54
redamaged,9,58
redamages,9,73
redamaging,10,79
redan,5,42
redans,6,61
redargue,8,79
redargued,9,83
redargues,9,98
redarguing,10,104
redate,6,53
redated,7,57
redates,7,72
redating,8,78
redbait,7,59
redbaited,9,68
redbaiting,10,89
redbaits,8,78
redbay,6,55
redbays,7,74
redbird,7,60
redbirds,8,79
redbone,7,63
redbones,8,82
redbreast,9,92
redbreasts,10,111
redbrick,8,70
redbricks,9,89
redbud,6,54
redbuds,7,73
redbug,6,57
redbugs,7,76
redcap,6,47
redcaps,7,66
redcoat,7,66
redcoats,8,85
redd,4,31
redded,6,40
redden,6,50
reddened,8,59
reddening,9,80
reddens,7,69
redder,6,54
redders,7,73
reddest,7,75
redding,7,61
reddish,7,67
reddishness,11,124
reddishnesses,13,148
reddle,6,48
reddled,7,52
reddles,7,67
reddling,8,73
redds,5,50
rede,4,32
redear,6,51
redears,7,70
redecide,8,53
redecided,9,57
redecides,9,72
redeciding,10,78
redecorate,10,94
redecorated,11,98
redecorates,11,113
redecorating,12,119
redecoration,12,127
redecorations,13,146
redecorator,11,122
redecorators,12,141
reded,5,36
rededicate,10,74
rededicated,11,78
rededicates,11,93
rededicating,12,99
rededication,12,107
rededications,13,126
redeem,6,50
redeemable,10,70
redeemed,8,59
redeemer,8,73
redeemers,9,92
redeeming,9,80
redeems,7,69
redefeat,8,64
redefeated,10,73
redefeating,11,94
redefeats,9,83
redefect,8,66
redefected,10,75
redefecting,11,96
redefects,9,85
redefied,8,56
redefies,8,71
redefine,8,66
redefined,9,70
redefines,9,85
redefining,10,91
redefinition,12,128
redefinitions,13,147
redefy,6,63
redefying,9,93
redeliver,9,98
redelivered,11,107
redeliveries,12,131
redelivering,12,128
redelivers,10,117
redelivery,10,123
redemand,8,64
redemanded,10,73
redemanding,11,94
redemands,9,83
redemption,10,119
redemptioner,12,142
redemptioners,13,161
redemptions,11,138
redemptive,10,117
redemptory,10,139
redenied,8,64
redenies,8,79
redeny,6,71
redenying,9,101
redeploy,8,100
redeployed,10,109
redeploying,11,130
redeployment,12,152
redeployments,13,171
redeploys,9,119
redeposit,9,111
redeposited,11,120
redepositing,12,141
redeposits,10,130
redes,5,51
redescribe,10,88
redescribed,11,92
redescribes,11,107
redescribing,12,113
redescription,13,155
redescriptions,14,174
redesign,8,81
redesigned,10,90
redesigning,11,111
redesigns,9,100
redetermination,15,170
redeterminations,16,189
redetermine,11,116
redetermined,12,120
redetermines,12,135
redetermining,13,141
redevelop,9,102
redeveloped,11,111
redeveloper,11,125
redevelopers,12,144
redeveloping,12,132
redevelopment,13,154
redevelopments,14,173
redevelops,10,121
redeye,6,62
redeyes,7,81
redfin,6,56
redfins,7,75
redfish,7,69
redfishes,9,93
redhead,7,45
redheaded,9,54
redheads,8,64
redhorse,8,92
redhorses,9,111
redia,5,37
rediae,6,42
redial,6,49
redialed,8,58
redialing,9,79
redialled,9,70
redialling,10,91
redials,7,68
redias,6,56
redid,5,40
redigest,8,87
redigested,10,96
redigesting,11,117
redigestion,11,125
redigestions,12,144
redigests,9,106
reding,6,57
redingote,9,97
redingotes,10,116
redintegrate,12,126
redintegrated,13,130
redintegrates,13,145
redintegrating,14,151
redintegration,14,159
redintegrations,15,178
redintegrative,14,157
redip,5,52
redipped,8,77
redipping,9,98
redips,6,71
redipt,6,72
redirect,8,82
redirected,10,91
redirecting,11,112
redirection,11,120
redirections,12,139
redirects,9,101
rediscount,10,128
rediscountable,14,148
rediscounted,12,137
rediscounting,13,158
rediscounts,11,147
rediscover,10,118
rediscovered,12,127
rediscoveries,13,151
rediscovering,13,148
rediscovers,11,137
rediscovery,11,143
rediscuss,9,117
rediscussed,11,126
rediscusses,11,141
rediscussing,12,147
redisplay,9,109
redisplayed,11,118
redisplaying,12,139
redisplays,10,128
redispose,9,110
redisposed,10,114
redisposes,10,129
redisposing,11,135
redisposition,13,172
redispositions,14,191
redissolve,10,128
redissolved,11,132
redissolves,11,147
redissolving,12,153
redistill,9,108
redistillation,14,167
redistillations,15,186
redistilled,11,117
redistilling,12,138
redistills,10,127
redistribute,12,150
redistributed,13,154
redistributes,13,169
redistributing,14,175
redistribution,14,183
redistributional,16,196
redistributionist,17,231
redistributionists,18,250
redistributions,15,202
redistributive,14,181
redistrict,10,125
redistricted,12,134
redistricting,13,155
redistricts,11,144
redivide,8,76
redivided,9,80
redivides,9,95
redividing,10,101
redivision,10,124
redivisions,11,143
redivivus,9,129
redleg,6,51
redlegs,7,70
redline,7,67
redlined,8,71
redlines,8,86
redlining,9,92
redly,5,64
redneck,7,60
rednecked,9,69
rednecks,8,79
redness,7,84
rednesses,9,108
redo,4,42
redock,6,56
redocked,8,65
redocking,9,86
redocks,7,75
redoes,6,66
redoing,7,72
redolence,9,81
redolences,10,100
redolent,8,93
redolently,10,130
redon,5,56
redone,6,61
redonned,8,79
redonning,9,100
redons,6,75
redos,5,61
redouble,8,82
redoubled,9,86
redoubles,9,101
redoubling,10,107
redoubt,7,85
redoubtable,11,105
redoubtably,11,125
redoubts,8,104
redound,7,81
redounded,9,90
redounding,10,111
redounds,8,100
redout,6,83
redouts,7,102
redowa,6,66
redowas,7,85
redox,5,66
redoxes,7,90
redpoll,7,82
redpolls,8,101
redraft,7,72
redrafted,9,81
redrafting,10,102
redrafts,8,91
redraw,6,69
redrawer,8,92
redrawers,9,111
redrawing,9,99
redrawn,7,83
redraws,7,88
redream,7,64
redreamed,9,73
redreaming,10,94
redreams,8,83
redreamt,8,84
redress,7,88
redressed,9,97
redresser,9,111
redressers,10,130
redresses,9,112
redressing,10,118
redrew,6,73
redried,7,63
redries,7,78
redrill,7,78
redrilled,9,87
redrilling,10,108
redrills,8,97
redrive,7,81
redriven,8,95
redrives,8,100
redriving,9,106
redroot,7,95
redroots,8,114
redrove,7,87
redry,5,70
redrying,8,100
reds,4,46
redshank,8,80
redshanks,9,99
redshift,8,89
redshifted,10,98
redshifts,9,108
redshirt,8,101
redshirted,10,110
redshirting,11,131
redshirts,9,120
redskin,7,80
redskins,8,99
redstart,8,105
redstarts,9,124
redtail,7,69
redtails,8,88
redtop,6,78
redtops,7,97
redub,5,50
redubbed,8,61
redubbing,9,82
redubs,6,69
reduce,6,56
reduced,7,60
reducer,7,74
reducers,8,93
reduces,7,75
reducibilities,14,145
reducibility,12,137
reducible,9,79
reducibly,9,99
reducing,8,81
reductant,9,106
reductants,10,125
reductase,9,96
reductases,10,115
reduction,9,109
reductional,11,122
reductionism,12,150
reductionisms,13,169
reductionist,12,157
reductionistic,14,169
reductionists,13,176
reductions,10,128
reductive,9,107
reductively,11,144
reductiveness,13,164
reductivenesses,15,188
reductor,8,104
reductors,9,123
redundancies,12,117
redundancy,10,109
redundant,9,101
redundantly,11,138
reduplicate,11,114
reduplicated,12,118
reduplicates,12,133
reduplicating,13,139
reduplication,13,147
reduplications,14,166
reduplicative,13,145
reduplicatively,15,182
reduviid,8,92
reduviids,9,111
redux,5,72
redware,7,74
redwares,8,93
redwing,7,80
redwings,8,99
redwood,7,84
redwoods,8,103
redye,5,57
redyed,6,61
redyeing,8,87
redyes,6,76
ree,3,28
reearn,6,61
reearned,8,70
reearning,9,91
reearns,7,80
reechier,8,71
reechiest,9,92
reecho,6,54
reechoed,8,63
reechoes,8,78
reechoing,9,84
reechy,6,64
reed,4,32
reedbird,8,65
reedbirds,9,84
reedbuck,8,69
reedbucks,9,88
reeded,6,41
reedier,7,64
reediest,8,85
reedified,9,65
reedifies,9,80
reedify,7,72
reedifying,10,102
reedily,7,78
reediness,9,98
reedinesses,11,122
reeding,7,62
reedings,8,81
reedit,6,61
reedited,8,70
reediting,9,91
reedition,9,99
reeditions,10,118
reedits,7,80
reedlike,8,69
reedling,8,74
reedlings,9,93
reedman,7,60
reedmen,7,64
reeds,5,51
reeducate,9,82
reeducated,10,86
reeducates,10,101
reeducating,11,107
reeducation,11,115
reeducations,12,134
reeducative,11,113
reedy,5,57
reef,4,34
reefable,8,54
reefed,6,43
reefer,6,57
reefers,7,76
reefier,7,66
reefiest,8,87
reefing,7,64
reefs,5,53
reefy,5,59
reeject,7,66
reejected,9,75
reejecting,10,96
reejects,8,85
reek,4,39
reeked,6,48
reeker,6,62
reekers,7,81
reekier,7,71
reekiest,8,92
reeking,7,69
reeks,5,58
reeky,5,64
reel,4,40
reelable,8,60
reelect,7,68
reelected,9,77
reelecting,10,98
reelection,10,106
reelections,11,125
reelects,8,87
reeled,6,49
reeler,6,63
reelers,7,82
reeligibilities,15,150
reeligibility,13,142
reeligible,10,84
reeling,7,70
reels,5,59
reembark,8,73
reembarked,10,82
reembarking,11,103
reembarks,9,92
reembodied,10,80
reembodies,10,95
reembody,8,87
reembodying,11,117
reembroider,11,112
reembroidered,13,121
reembroidering,14,142
reembroiders,12,131
reemerge,8,76
reemerged,9,80
reemergence,11,98
reemergences,12,117
reemerges,9,95
reemerging,10,101
reemission,10,126
reemissions,11,145
reemit,6,70
reemits,7,89
reemitted,9,99
reemitting,10,120
reemphases,10,109
reemphasis,10,113
reemphasize,11,125
reemphasized,12,129
reemphasizes,12,144
reemphasizing,13,150
reemploy,8,109
reemployed,10,118
reemploying,11,139
reemployment,12,161
reemployments,13,180
reemploys,9,128
reenact,7,66
reenacted,9,75
reenacting,10,96
reenactment,11,118
reenactments,12,137
reenacts,8,85
reencounter,11,138
reencountered,13,147
reencountering,14,168
reencounters,12,157
reendow,7,84
reendowed,9,93
reendowing,10,114
reendows,8,103
reenergize,10,112
reenergized,11,116
reenergizes,11,131
reenergizing,12,137
reenforce,9,89
reenforced,10,93
reenforces,10,108
reenforcing,11,114
reengage,8,62
reengaged,9,66
reengagement,12,114
reengagements,13,133
reengages,9,81
reengaging,10,87
reengineer,10,100
reengineered,12,109
reengineering,13,130
reengineers,11,119
reengrave,9,95
reengraved,10,99
reengraves,10,114
reengraving,11,120
reenjoy,7,92
reenjoyed,9,101
reenjoying,10,122
reenjoys,8,111
reenlist,8,102
reenlisted,10,111
reenlisting,11,132
reenlistment,12,154
reenlistments,13,173
reenlists,9,121
reenroll,8,99
reenrolled,10,108
reenrolling,11,129
reenrolls,9,118
reenter,7,85
reentered,9,94
reentering,10,115
reenters,8,104
reenthrone,10,122
reenthroned,11,126
reenthrones,11,141
reenthroning,12,147
reentrance,10,103
reentrances,11,122
reentrant,9,115
reentrants,10,134
reentries,9,113
reentry,7,105
reequip,7,91
reequipment,11,143
reequipments,12,162
reequipped,10,116
reequipping,11,137
reequips,8,110
reerect,7,74
reerected,9,83
reerecting,10,104
reerects,8,93
rees,4,47
reescalate,10,89
reescalated,11,93
reescalates,11,108
reescalating,12,114
reescalation,12,122
reescalations,13,141
reest,5,67
reestablish,11,118
reestablished,13,127
reestablishes,13,142
reestablishing,14,148
reestablishment,15,170
reestablishments,16,189
reested,7,76
reestimate,10,115
reestimated,11,119
reestimates,11,134
reestimating,12,140
reesting,8,97
reests,6,86
reevaluate,10,110
reevaluated,11,114
reevaluates,11,129
reevaluating,12,135
reevaluation,12,143
reevaluations,13,162
reeve,5,55
reeved,6,59
reeves,6,74
reeving,7,80
reevoke,7,81
reevoked,8,85
reevokes,8,100
reevoking,9,106
reexamination,13,148
reexaminations,14,167
reexamine,9,94
reexamined,10,98
reexamines,10,113
reexamining,11,119
reexpel,7,85
reexpelled,10,106
reexpelling,11,127
reexpels,8,104
reexperience,12,127
reexperienced,13,131
reexperiences,13,146
reexperiencing,14,152
reexplore,9,118
reexplored,10,122
reexplores,10,137
reexploring,11,143
reexport,8,121
reexportation,13,180
reexportations,14,199
reexported,10,130
reexporting,11,151
reexports,9,140
reexpose,8,107
reexposed,9,111
reexposes,9,126
reexposing,10,132
reexposure,10,146
reexposures,11,165
reexpress,9,129
reexpressed,11,138
reexpresses,11,153
reexpressing,12,159
ref,3,29
reface,6,38
refaced,7,42
refaces,7,57
refacing,8,63
refall,6,54
refallen,8,73
refalling,9,84
refalls,7,73
refashion,9,95
refashioned,11,104
refashioning,12,125
refashions,10,114
refasten,8,88
refastened,10,97
refastening,11,118
refastens,9,107
refect,6,57
refected,8,66
refecting,9,87
refection,9,95
refections,10,114
refectories,11,123
refectory,9,115
refects,7,76
refed,5,38
refeed,6,43
refeeding,9,73
refeeds,7,62
refeel,6,51
refeeling,9,81
refeels,7,70
refel,5,46
refell,6,58
refelled,8,67
refelling,9,88
refels,6,65
refelt,6,66
refence,7,56
refenced,8,60
refences,8,75
refencing,9,81
refer,5,52
referable,9,72
referee,7,62
refereed,8,66
refereeing,10,92
referees,8,81
reference,9,79
referenced,10,83
references,10,98
referencing,11,104
referenda,9,76
referendum,10,109
referendums,11,128
referent,8,91
referential,11,113
referentialities,16,175
referentiality,14,167
referentially,13,150
referents,9,110
referral,8,83
referrals,9,102
referred,8,79
referrer,8,93
